mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
16	13	207/4	215/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	288						
16	13	52	54	0.25		1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	289						
16	13	209/4	217/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	290						
16	13	105/2	109/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	291						
16	13	211/4	219/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	292						
16	13	53	55	0.25		3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	293						
16	13	213/4	221/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	294						
16	13	107/2	111/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	295						
16	13	215/4	223/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	296						
17	14	54	56	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	297						
17	14	217/4	225/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	298						
17	14	109/2	113/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	299						
17	14	219/4	227/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	300						
17	14	55	57	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	301						
17	14	221/4	229/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	302						
17	14	111/2	115/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	303						
17	14	223/4	231/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	304						
17	14	56	58	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	305						
17	14	225/4	233/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	306						
17	14	113/2	117/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	307						
17	14	227/4	235/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	308						
17	14	57	59	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	309						
17	14	229/4	237/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	310						
17	14	115/2	119/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	311						
17	14	231/4	239/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	312						
17	14	54	56	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	313						
17	14	109/2	113/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	314						
17	14	55	57	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	315						
17	14	111/2	115/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	316						
17	14	56	58	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	317						
17	14	113/2	117/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	318						
17	14	57	59	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	319						
17	14	115/2	119/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	320						
18	15	58	60	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	321						
18	15	233/4	241/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	322						
18	15	117/2	121/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	323						
18	15	235/4	243/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	324						
18	15	59	61	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	325						
18	15	237/4	245/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	326						
18	15	119/2	123/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	327						
18	15	239/4	247/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	328						
18	15	60	62	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	329						
18	15	241/4	249/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	330						
18	15	121/2	125/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	331						
18	15	243/4	251/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	332						
18	15	61	63	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	333						
18	15	245/4	253/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	334						
18	15	123/2	127/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	335						
18	15	247/4	255/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	336						
18	15	58	60	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	337						
18	15	117/2	121/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	338						
18	15	59	61	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	339						
18	15	119/2	123/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	340						
18	15	60	62	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	341						
18	15	121/2	125/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	342						
18	15	61	63	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	343						
18	15	123/2	127/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	344						
19	16	62	64	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	345						
19	16	249/4	257/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	346						
19	16	125/2	129/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	347						
19	16	64	66	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	348						
19	16	257/4	265/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	349						
19	16	129/2	133/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	350						
19	16	259/4	267/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	351						
19	16	65	67	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	352						
19	16	261/4	269/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	353						
19	16	131/2	135/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	354						
19	16	263/4	271/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	355						
19	16	62	64	0.75		0	0	Chord	4/4	2	1	3/16	1/8	3/2	356						
19	16	251/4	259/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	357						
19	16	63	65	0.25		1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	358						
19	16	253/4	261/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	359						
19	16	127/2	131/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	360						
19	16	255/4	263/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	361						
19	16	64	66	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	362						
20	17	66	68	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	363						
20	17	135/2	139/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	364						
20	17	68	70	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	365						
20	17	273/4	281/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	366						
20	17	137/2	141/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	367						
20	17	275/4	283/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	368						
20	17	69	71	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	369						
20	17	277/4	285/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	370						
20	17	139/2	143/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	371						
20	17	279/4	287/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	372						
20	17	265/4	273/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	373						
20	17	133/2	137/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	374						
20	17	267/4	275/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	375						
20	17	67	69	0.25		1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	376						
20	17	269/4	277/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	377						
20	17	135/2	139/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	378						
20	17	271/4	279/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	379						
20	17	68	70	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	380						
20	17	137/2	141/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	381						
20	17	69	71	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	382						
20	17	139/2	143/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	383						
21	18	70	72	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	384						
21	18	281/4	289/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	385						
21	18	141/2	145/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	386						
21	18	283/4	291/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	387						
21	18	71	73	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	388						
21	18	285/4	293/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	389						
21	18	143/2	147/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	390						
21	18	287/4	295/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	391						
21	18	72	74	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	392						
21	18	289/4	297/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	393						
21	18	145/2	149/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	394						
21	18	291/4	299/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	395						
21	18	73	75	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	396						
21	18	293/4	301/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	397						
21	18	147/2	151/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	398						
21	18	295/4	303/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	399						
21	18	70	72	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	400						
21	18	141/2	145/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	401						
21	18	71	73	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	402						
21	18	143/2	147/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	403						
21	18	72	74	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	404						
21	18	145/2	149/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	405						
21	18	73	75	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	406						
21	18	147/2	151/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	407						
22	19	74	76	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	408						
22	19	297/4	305/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	409						
22	19	149/2	153/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	410						
22	19	299/4	307/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	411						
22	19	75	77	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	412						
22	19	301/4	309/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	413						
22	19	151/2	155/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	414						
22	19	303/4	311/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	415						
22	19	76	78	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	416						
22	19	305/4	313/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	417						
22	19	153/2	157/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	418						
22	19	307/4	315/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	419						
22	19	77	79	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	420						
22	19	309/4	317/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	421						
22	19	155/2	159/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	422						
22	19	311/4	319/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	423						
22	19	74	76	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	424						
22	19	153/2	157/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	425						
22	19	77	79	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	426						
22	19	155/2	159/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	427						
23	20	78	80	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	428						
23	20	313/4	321/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	429						
23	20	157/2	161/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	430						
23	20	315/4	323/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	431						
23	20	79	81	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	432						
23	20	317/4	325/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	433						
23	20	159/2	163/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	434						
23	20	319/4	327/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	435						
23	20	80	82	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	436						
23	20	321/4	329/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	437						
23	20	161/2	165/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	438						
23	20	323/4	331/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	439						
23	20	81	83	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	440						
23	20	325/4	333/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	441						
23	20	163/2	167/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	442						
23	20	327/4	335/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	443						
23	20	78	80	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	444						
23	20	161/2	165/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	445						
23	20	81	83	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	446						
23	20	163/2	167/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	447						
24	21	82	84	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	448						
24	21	329/4	337/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	449						
24	21	165/2	169/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	450						
24	21	331/4	339/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	451						
24	21	83	85	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	452						
24	21	333/4	341/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	453						
24	21	167/2	171/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	454						
24	21	335/4	343/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	455						
24	21	84	86	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	456						
24	21	337/4	345/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	457						
24	21	169/2	173/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	458						
24	21	339/4	347/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	459						
24	21	85	87	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	460						
24	21	341/4	349/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	461						
24	21	171/2	175/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	462						
24	21	343/4	351/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	463						
24	21	82	84	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	464						
24	21	165/2	169/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	465						
24	21	83	85	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	466						
24	21	167/2	171/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	467						
24	21	84	86	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	468						
24	21	169/2	173/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	469						
24	21	339/4	347/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	470						
24	21	85	87	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	471						
24	21	171/2	175/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	472						
25	22	86	88	2.0		0	0	Chord	4/4	1	1	1/2	1/2	1	473						
25	22	86	88	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	474						
25	22	173/2	177/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	475						
25	22	87	89	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	476						
