mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
27	23	183/2	199/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	293							79
27	23	92	100	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	294							79
27	23	185/2	201/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	295							
27	23	89	97	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	296							
27	23	90	98	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	297							
27	23	91	99	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	298							
27	23	92	100	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	299							
28	24	93	101	3.0		0	0	Chord	2/2	1	1	3/4		1/2	3/2	300							
28	24	96	104	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	301							
28	24	93	101	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	302							80
28	24	187/2	203/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	303							
28	24	94	102	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	304							81
28	24	189/2	205/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	305							
28	24	95	103	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	306							82
28	24	191/2	207/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	307							
28	24	96	104	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	308							
29	25	97	105	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	309							83
29	25	195/2	211/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	310							
29	25	98	106	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	311							84
29	25	197/2	213/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	312							
29	25	99	107	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	313							85
29	25	199/2	215/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	314							
29	25	100	108	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	315							
29	25	97	105	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	316	ornamentShortTrill						
29	25	100	108	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	317							
30	26	101	109	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	318	ornamentShortTrill						
30	26	102	110	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	319							86
30	26	205/2	221/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	320							
30	26	103	111	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	321							
30	26	104	112	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	322							
30	26	101	109	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	323							87
30	26	203/2	219/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	324							
30	26	102	110	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	325							88
30	26	205/2	221/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	326							
30	26	103	111	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	327							89
30	26	207/2	223/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	328							
30	26	104	112	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	329							
31	27	105	113	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	330							90
31	27	211/2	227/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	331							
31	27	106	114	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	332							91
31	27	213/2	229/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	333							
31	27	107	115	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	334							92
31	27	215/2	231/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	335							
31	27	108	116	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	336							
31	27	105	113	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	337	ornamentShortTrill						
31	27	108	116	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	338							
32	28	109	117	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	339	ornamentShortTrill						
32	28	110	118	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	340							93
32	28	221/2	237/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	341							
32	28	111	119	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	342							94
32	28	223/2	239/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	343							94
32	28	112	120	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	344							94
32	28	225/2	241/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	345							
32	28	109	117	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	346							95
32	28	219/2	235/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	347							
32	28	110	118	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	348							96
32	28	221/2	237/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	349							
32	28	111	119	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	350							97
32	28	223/2	239/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	351							
32	28	112	120	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	352							
33	29	113	121	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	353							
33	29	227/2	243/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	354							
33	29	114	122	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	355							
33	29	229/2	245/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	356							
33	29	115	123	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	357							98
33	29	231/2	247/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	358							
33	29	116	124	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	359							99
33	29	233/2	249/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	360							
33	29	113	121	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	361	ornamentShortTrill						
33	29	114	122	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	362							
33	29	115	123	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	363							
33	29	116	124	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	364							
34	30	117	125	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	365							
34	30	235/2	251/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	366							100
34	30	118	126	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	367							100
34	30	237/2	253/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	368							
34	30	119	127	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	369							101
34	30	239/2	255/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	370							
34	30	120	128	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	371							102
34	30	241/2	257/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	372							
34	30	117	125	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	373	articStaccatoAbove						
34	30	118	126	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	374	articStaccatoAbove						
34	30	119	127	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	375	articStaccatoAbove						
34	30	120	128	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	376	articStaccatoAbove						
35	31	121	129	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	377							
35	31	243/2	259/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	378							103
35	31	122	130	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	379							103
35	31	245/2	261/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	380							
35	31	123	131	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	381							104
35	31	247/2	263/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	382							
35	31	124	132	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	383							105
35	31	249/2	265/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	384							
35	31	121	129	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	385	articStaccatoAbove						
35	31	122	130	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	386	articStaccatoAbove						
35	31	123	131	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	387	articStaccatoAbove						
35	31	124	132	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	388	articStaccatoAbove						
36	32	125	133	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	389							
36	32	251/2	267/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	390							106
36	32	126	134	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	391							106
36	32	253/2	269/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	392							
36	32	127	135	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	393							107
36	32	255/2	271/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	394							
36	32	128	136	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	395							108
36	32	257/2	273/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	396							
36	32	125	133	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	397							
36	32	126	134	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	398							
36	32	127	135	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	399							
36	32	128	136	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	400							
37	33	129	137	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	401							
37	33	259/2	275/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	402							109
37	33	130	138	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	403							109
37	33	261/2	277/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	404							
37	33	131	139	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	405							110
37	33	263/2	279/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	406							
37	33	132	140	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	407							111
37	33	265/2	281/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	408							
37	33	129	137	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	409							
37	33	130	138	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	410							
37	33	131	139	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	411							
37	33	132	140	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	412							
38	34	133	141	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	413							
38	34	267/2	283/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	414							112
38	34	134	142	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	415							112
38	34	269/2	285/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	416							
38	34	135	143	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	417							113
38	34	271/2	287/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	418							
38	34	136	144	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	419							114
38	34	273/2	289/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	420							
38	34	133	141	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	421	articStaccatoBelow						
38	34	134	142	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	422	articStaccatoBelow						
38	34	135	143	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	423	articStaccatoBelow						
38	34	136	144	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	424	articStaccatoBelow						
39	35	137	145	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	425							
39	35	275/2	291/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	426							115
39	35	138	146	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	427							115
39	35	277/2	293/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	428							
39	35	139	147	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	429							116
39	35	279/2	295/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	430							
39	35	140	148	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	431							117
39	35	281/2	297/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	432							
39	35	137	145	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	433	articStaccatoBelow						
39	35	138	146	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	434	articStaccatoBelow						
39	35	139	147	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	435	articStaccatoBelow						
39	35	140	148	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	436	articStaccatoBelow						
40	36	141	149	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	437							
40	36	283/2	299/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	438							118
40	36	142	150	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	439							118
40	36	285/2	301/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	440							
40	36	143	151	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	441							119
40	36	287/2	303/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	442							
40	36	144	152	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	443							120
40	36	289/2	305/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	444							
40	36	141	149	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	445							
40	36	142	150	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	446							
40	36	143	151	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	447							
40	36	144	152	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	448							
41	37	145	153	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	449							121
41	37	291/2	307/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	450							121
41	37	146	154	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	451							121
41	37	293/2	309/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	452							
41	37	147	155	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	453							122
41	37	295/2	311/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	454							
41	37	148	156	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	455							123
41	37	297/2	313/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	456							
41	37	145	153	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	457	articStaccatoBelow						
41	37	146	154	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	458	articStaccatoBelow						
41	37	147	155	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	459	articStaccatoBelow						
41	37	148	156	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	460	articStaccatoBelow						
42	38	149	157	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	461							124
42	38	299/2	315/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	462							124
42	38	150	158	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	463							124
42	38	301/2	317/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	464							
42	38	151	159	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	465							125
42	38	303/2	319/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	466							125
42	38	152	160	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	467							125
42	38	305/2	321/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	468							
42	38	149	157	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	469	articStaccatoBelow						
42	38	150	158	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	470	articStaccatoBelow						
42	38	151	159	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	471	articStaccatoBelow						
42	38	152	160	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	472							
43	39	153	161	1.5		0	0	Chord	2/2	1	1	3/8		1/4	3/2	473							
43	39	309/2	325/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	474							
43	39	155	163	1.5		1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	475	ornamentMordent						
43	39	313/2	329/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	476							
43	39	153	161	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	477							
43	39	154	162	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	478							
43	39	155	163	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	479	ornamentMordent						
43	39	156	164	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	480							
44	40	157	165	3.0		0	0	Chord	2/2	1	1	3/4		1/2	3/2	481							
44	40	160	168	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	482							
44	40	157	165	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	483							
44	40	315/2	331/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	484							
44	40	158	166	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	485							
44	40	317/2	333/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	486							
44	40	159	167	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	487							
44	40	319/2	335/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	488							
44	40	160	168	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	489							
45	41	161	169	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	490							126
45	41	323/2	339/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	491							126
45	41	162	170	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	492							126
45	41	325/2	341/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	493							
45	41	163	171	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	494							127
45	41	327/2	343/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	495							
45	41	164	172	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	496							128
45	41	329/2	345/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	497							
45	41	161	169	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	498							
45	41	164	172	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	499							
46	42	165	173	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	500							129
46	42	331/2	347/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	501							129
46	42	166	174	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	502							129
46	42	333/2	349/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	503							
46	42	167	175	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	504							130
46	42	335/2	351/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	505							
46	42	168	176	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	506							131
46	42	337/2	353/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	507							
46	42	165	173	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	508							
46	42	168	176	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	509							
47	43	169	177	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	510							132
47	43	339/2	355/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	511							132
47	43	170	178	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	512							132
47	43	341/2	357/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	513							
47	43	171	179	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	514							133
47	43	343/2	359/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	515							133
47	43	172	180	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	516							133
47	43	345/2	361/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	517							
47	43	169	177	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	518							
47	43	170	178	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	519							
47	43	171	179	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	520							
47	43	172	180	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	521							
48	44	173	181	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	522	articStaccatoBelow						
48	44	347/2	363/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	523							134
48	44	174	182	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	524							134
48	44	349/2	365/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	525							
48	44	175	183	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	526							135
48	44	351/2	367/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	527							135
48	44	176	184	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	528							135
48	44	353/2	369/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	529							
48	44	173	181	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	530	articStaccatoBelow						
48	44	347/2	363/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	531							136
48	44	174	182	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	532							136
48	44	349/2	365/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	533							
48	44	175	183	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	534							137
48	44	351/2	367/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	535							137
48	44	176	184	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	536							
48	44	353/2	369/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	537							
49	45	177	185	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	538							138
49	45	355/2	371/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	539							138
49	45	178	186	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	540							138
49	45	357/2	373/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	541							
49	45	179	187	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	542							139
49	45	359/2	375/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	543							
49	45	180	188	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	544							140
49	45	361/2	377/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	545							
49	45	177	185	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	546							
49	45	180	188	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	547							
50	46	181	189	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	548							141
50	46	363/2	379/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	549							
50	46	182	190	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	550							142
50	46	365/2	381/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	551							
50	46	183	191	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	552							143
50	46	367/2	383/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	553							
50	46	184	192	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	554							144
50	46	369/2	385/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	555							
50	46	181	189	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	556							
50	46	184	192	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	557							
51	47	185	193	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	558							145
51	47	371/2	387/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	559							145
51	47	186	194	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	560							145
51	47	373/2	389/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	561							
51	47	187	195	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	562							146
51	47	375/2	391/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	563							146
51	47	188	196	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	564							146
51	47	377/2	393/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	565							
51	47	185	193	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	566							
51	47	186	194	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	567							
51	47	187	195	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	568							
51	47	188	196	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	569							
52	48	189	197	3.0		0	0	Chord	2/2	1	1	3/4		1/2	3/2	570	ornamentMordent						
52	48	190	198	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	571							
52	48	191	199	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	572							
52	48	189	197	3.0		0	0	Chord	2/2	2	2	3/4		1/2	3/2	573							
