mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
17	15	177/2	177/2	1.0	3/4	3/4	Chord	6/4	1	2	1/4		1/4	1	283							
17	15	179/2	179/2	1.0	1	1	Chord	6/4	1	2	1/4		1/4	1	284							
17	15	181/2	181/2	1.0	5/4	5/4	Chord	6/4	1	2	1/4		1/4	1	285							
17	15	171/2	171/2	3.0	0	0	Chord	6/4	2	1	3/4		1/2	3/2	286							
17	15	177/2	177/2	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	287							
17	15	179/2	179/2	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	288							
17	15	87	87	0.5	3/8	3/8	Chord	6/4	2	2	1/8		1/8	1	289							
17	15	175/2	175/2	1.0	1/2	1/2	Chord	6/4	2	2	1/4		1/4	1	290							
17	15	177/2	177/2	1.0	3/4	3/4	Chord	6/4	2	2	1/4		1/4	1	291	articStaccatoBelow						
17	15	179/2	179/2	1.0	1	1	Chord	6/4	2	2	1/4		1/4	1	292	articStaccatoBelow						
17	15	181/2	181/2	1.0	5/4	5/4	Chord	6/4	2	2	1/4		1/4	1	293	articStaccatoBelow						
18	16	183/2	183/2	3.0	0	0	Chord	6/4	1	1	3/4		1/2	3/2	294							
18	16	189/2	189/2	1.5	3/4	3/4	Chord	6/4	1	1	3/8		1/4	3/2	295							
18	16	183/2	183/2	3.0	0	0	Chord	6/4	1	2	3/4		1/2	3/2	296							
18	16	189/2	189/2	1.5	3/4	3/4	Chord	6/4	1	2	3/8		1/4	3/2	297							
18	16	183/2	183/2	3.0	0	0	Chord	6/4	1	3	3/4		1/2	3/2	298							
18	16	189/2	189/2	1.5	3/4	3/4	Chord	6/4	1	3	3/8		1/4	3/2	299							
18	16	183/2	183/2	1.5	0	0	Chord	6/4	2	2	3/8		1/4	3/2	300							
18	16	93	93	0.5	3/8	3/8	Chord	6/4	2	2	1/8		1/8	1	301							
18	16	187/2	187/2	1.0	1/2	1/2	Chord	6/4	2	2	1/4		1/4	1	302							
18	16	189/2	189/2	1.5	3/4	3/4	Chord	6/4	2	2	3/8		1/4	3/2	303							
