mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
33	31	185/2	197/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	295								
33	31	90	96	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	296								
33	31	181/2	193/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	297								
33	31	91	97	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	298								
33	31	92	98	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	299								
34	32		99	3.0	1	0	0	Chord	3/4	1	1	3/4	1/2	3/2	300								
34	32		99	0.5	1	0	0	Chord	3/4	2	1	1/8	1/8	1	301								
34	32		199/2	0.5	1	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	302								
34	32		100	0.5	1	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	303								
34	32		201/2	0.5	1	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	304								
34	32		101	0.5	1	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	305								
34	32		203/2	0.5	1	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	306								
35	32	93	102	3.0	2	0	0	Chord	3/4	1	1	3/4	1/2	3/2	307								
35	32	93	102	3.0	2	0	0	Chord	3/4	2	1	3/4	1/2	3/2	308								
